Project ID,Project Name,Project Type,Location,Start Date,End Date,Project Status,Priority,Task ID,Task Name,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Progress,Depends_On_Task,Complexity_Score,Estimated_Hours,Resource_Role,Bug_Density,Scope_Change_Frequency,Task_Due_Date,Risk_Score,Severity
P077,Innovation of a Classroom Project 077,Innovation,California,09/04/2024,07/02/2025,On Hold,Medium,T001,Task 001 of Innovation of a Classroom Project 077,In Progress,Eve,2,8832,0,0.85,,5,2,Designer,3.66,1,26/01/2025,0.51,Medium
P077,Innovation of a Classroom Project 077,Innovation,Virginia,09/04/2024,12/05/2024,On Hold,High,T002,Task 002 of Innovation of a Classroom Project 077,Completed,Charlie,39,3123,2841,1.0,T001,9,54,Developer,1.62,2,04/05/2024,0.53,Medium
P077,Innovation of a Classroom Project 077,Innovation,Florida,09/04/2024,13/03/2025,On Hold,Low,T003,Task 003 of Innovation of a Classroom Project 077,Pending,David,1,6854,0,0.15,T002,4,1,DevOps,3.78,0,03/03/2025,0.6,Medium
P078,Construction of a Hospital Wing Project 078,Construction,Michigan,26/01/2024,19/04/2024,On Hold,High,T001,Task 001 of Construction of a Hospital Wing Project 078,Completed,Alice,25,8429,8416,1.0,,3,25,Project Manager,1.72,0,18/04/2024,0.43,Medium
P078,Construction of a Hospital Wing Project 078,Construction,New Jersey,26/01/2024,18/03/2024,On Hold,High,T002,Task 002 of Construction of a Hospital Wing Project 078,In Progress,Grace,4,1501,0,0.95,T001,7,5,Designer,2.31,1,11/03/2024,0.61,High
P078,Construction of a Hospital Wing Project 078,Construction,Pennsylvania,26/01/2024,09/04/2024,On Hold,Medium,T003,Task 003 of Construction of a Hospital Wing Project 078,Completed,Alice,12,8487,8486,1.0,,8,8,Project Manager,2.97,0,04/04/2024,0.57,Medium
P079,Road Expansion Project 079,Infrastructure,California,22/04/2024,13/01/2025,Completed,High,T001,Task 001 of Road Expansion Project 079,In Progress,Grace,13,6425,0,0.11,,6,17,Designer,1.32,0,01/01/2025,0.08,Low
P079,Road Expansion Project 079,Infrastructure,Florida,22/04/2024,15/03/2025,Completed,High,T002,Task 002 of Road Expansion Project 079,In Progress,Ivy,34,8044,0,0.05,T001,6,31,QA Engineer,2.4,0,07/03/2025,0.1,Low
P079,Road Expansion Project 079,Infrastructure,New York,22/04/2024,25/05/2024,Completed,Medium,T003,Task 003 of Road Expansion Project 079,Completed,Charlie,13,9524,9474,1.0,T002,9,10,Developer,2.2,1,24/05/2024,0.09,Low
P080,Bridge Maintenance Project 080,Maintenance,Ohio,16/04/2024,09/07/2024,On Track,High,T001,Task 001 of Bridge Maintenance Project 080,Pending,Eve,13,4368,0,0.7,,9,15,Designer,1.36,0,06/07/2024,0.35,Medium
P080,Bridge Maintenance Project 080,Maintenance,New Jersey,16/04/2024,23/06/2024,On Track,Low,T002,Task 002 of Bridge Maintenance Project 080,In Progress,Grace,15,2261,0,0.65,T001,6,20,Designer,1.75,0,13/06/2024,0.15,Low
P080,Bridge Maintenance Project 080,Maintenance,Texas,16/04/2024,06/07/2024,On Track,Medium,T003,Task 003 of Bridge Maintenance Project 080,Completed,Alice,27,8706,8333,1.0,T002,10,32,Project Manager,1.52,0,22/06/2024,0.22,Low
P081,Office Building Renovation Project 081,Renovation,Pennsylvania,31/05/2024,04/01/2025,On Track,High,T001,Task 001 of Office Building Renovation Project 081,In Progress,Alice,26,1149,0,0.08,,3,25,Project Manager,0.36,1,03/01/2025,0.27,Low
P081,Office Building Renovation Project 081,Renovation,Virginia,31/05/2024,03/03/2025,On Track,Medium,T002,Task 002 of Office Building Renovation Project 081,In Progress,Frank,5,5011,0,0.09,T001,10,3,Designer,1.86,1,23/02/2025,0.36,Medium
P081,Office Building Renovation Project 081,Renovation,North Carolina,31/05/2024,03/07/2024,On Track,High,T003,Task 003 of Office Building Renovation Project 081,Completed,Ivy,5,6163,5756,1.0,T002,1,3,QA Engineer,1.33,1,20/06/2024,0.14,Low
P082,Apartment Complex Development Project 082,Other,Ohio,01/07/2024,12/03/2025,On Track,Medium,T001,Task 001 of Apartment Complex Development Project 082,In Progress,Ivy,4,7524,0,0.47,,9,3,QA Engineer,1.44,1,11/03/2025,0.37,Medium
P082,Apartment Complex Development Project 082,Other,Florida,01/07/2024,25/09/2024,On Track,Medium,T002,Task 002 of Apartment Complex Development Project 082,Completed,Grace,10,2202,1878,1.0,T001,2,12,Designer,0.39,0,16/09/2024,0.28,Low
P082,Apartment Complex Development Project 082,Other,Pennsylvania,01/07/2024,17/03/2025,On Track,High,T003,Task 003 of Apartment Complex Development Project 082,In Progress,Ivy,21,6835,0,0.58,T002,1,25,QA Engineer,2.43,1,07/03/2025,0.25,Low
P083,Commercial Center Construction Project 083,Construction,Michigan,20/03/2024,05/06/2024,Behind,Medium,T001,Task 001 of Commercial Center Construction Project 083,Completed,Alice,24,8645,8633,1.0,,4,16,Project Manager,4.17,4,27/05/2024,0.87,Critical
P083,Commercial Center Construction Project 083,Construction,New York,20/03/2024,25/05/2024,Behind,High,T002,Task 002 of Commercial Center Construction Project 083,Completed,Charlie,19,9360,9196,1.0,,6,17,Developer,5.81,2,11/05/2024,0.78,High
P083,Commercial Center Construction Project 083,Construction,Georgia,20/03/2024,15/06/2024,Behind,High,T003,Task 003 of Commercial Center Construction Project 083,In Progress,Charlie,28,2183,0,0.37,T002,10,24,Developer,7.81,2,09/06/2024,1.0,Critical
P084,Highway Reconstruction Project 084,Other,Georgia,09/06/2024,08/05/2025,On Hold,Low,T001,Task 001 of Highway Reconstruction Project 084,Pending,Charlie,17,1713,0,0.54,,5,16,Developer,3.96,0,06/05/2025,0.47,Medium
P084,Highway Reconstruction Project 084,Other,North Carolina,09/06/2024,19/04/2025,On Hold,Medium,T002,Task 002 of Highway Reconstruction Project 084,In Progress,Ivy,16,6400,0,0.91,T001,4,12,QA Engineer,1.65,2,13/04/2025,0.5,Medium
P084,Highway Reconstruction Project 084,Other,North Carolina,09/06/2024,25/03/2025,On Hold,High,T003,Task 003 of Highway Reconstruction Project 084,Pending,Eve,14,3319,0,0.2,T002,4,15,Designer,1.01,0,19/03/2025,0.73,High
P085,Airport Expansion Project 085,Other,Virginia,03/08/2024,18/11/2024,Completed,Low,T001,Task 001 of Airport Expansion Project 085,Pending,Alice,17,8340,0,0.02,,3,19,Project Manager,1.56,1,05/11/2024,0.13,Low
P085,Airport Expansion Project 085,Other,Illinois,03/08/2024,25/09/2024,Completed,High,T002,Task 002 of Airport Expansion Project 085,Completed,David,15,4749,4572,1.0,,1,12,DevOps,2.39,1,19/09/2024,0.2,Low
P085,Airport Expansion Project 085,Other,New Jersey,03/08/2024,19/11/2024,Completed,High,T003,Task 003 of Airport Expansion Project 085,Pending,Alice,24,6222,0,0.51,T002,4,26,Project Manager,1.79,0,10/11/2024,0.15,Low
P086,Shopping Mall Renovation Project 086,Renovation,Pennsylvania,29/01/2024,10/12/2024,Completed,High,T001,Task 001 of Shopping Mall Renovation Project 086,In Progress,Eve,35,9246,0,0.54,,3,26,Designer,1.69,1,28/11/2024,0.01,Low
P086,Shopping Mall Renovation Project 086,Renovation,Pennsylvania,29/01/2024,25/09/2024,Completed,High,T002,Task 002 of Shopping Mall Renovation Project 086,Completed,Eve,6,7327,7120,1.0,T001,7,5,Designer,1.85,1,24/09/2024,0.02,Low
P086,Shopping Mall Renovation Project 086,Renovation,Virginia,29/01/2024,17/10/2024,Completed,High,T003,Task 003 of Shopping Mall Renovation Project 086,Pending,Alice,19,6331,0,0.25,T002,10,20,Project Manager,2.06,1,03/10/2024,0.07,Low
P087,University Dormitory Construction Project 087,Construction,California,17/02/2024,11/09/2025,On Track,High,T001,Task 001 of University Dormitory Construction Project 087,In Progress,Frank,8,2256,0,0.06,,3,8,Designer,1.24,1,28/08/2025,0.23,Low
P087,University Dormitory Construction Project 087,Construction,New York,17/02/2024,07/10/2025,On Track,Medium,T002,Task 002 of University Dormitory Construction Project 087,Pending,Bob,1,5371,0,0.45,T001,10,1,Developer,0.73,0,05/10/2025,0.28,Low
P087,University Dormitory Construction Project 087,Construction,North Carolina,17/02/2024,06/10/2025,On Track,High,T003,Task 003 of University Dormitory Construction Project 087,In Progress,Alice,12,2434,0,0.3,T002,4,10,Project Manager,0.92,0,24/09/2025,0.39,Medium
P088,Sports Stadium Upgrade Project 088,Other,Georgia,21/07/2024,13/02/2025,Completed,High,T001,Task 001 of Sports Stadium Upgrade Project 088,In Progress,Alice,16,7504,0,0.29,,6,22,Project Manager,2.48,0,02/02/2025,0.17,Low
P088,Sports Stadium Upgrade Project 088,Other,Virginia,21/07/2024,02/02/2025,Completed,Medium,T002,Task 002 of Sports Stadium Upgrade Project 088,Pending,Bob,30,7717,0,0.48,T001,6,38,Developer,2.27,0,30/01/2025,0.08,Low
P088,Sports Stadium Upgrade Project 088,Other,Washington,21/07/2024,21/12/2024,Completed,High,T003,Task 003 of Sports Stadium Upgrade Project 088,In Progress,David,18,4651,0,0.77,,1,16,DevOps,2.16,0,13/12/2024,0.04,Low
P089,Public Library Renovation Project 089,Renovation,Georgia,26/05/2024,06/05/2025,On Track,Medium,T001,Task 001 of Public Library Renovation Project 089,In Progress,Grace,17,5791,0,0.75,,1,23,Designer,1.9,0,29/04/2025,0.37,Medium
P089,Public Library Renovation Project 089,Renovation,Washington,26/05/2024,18/07/2025,On Track,High,T002,Task 002 of Public Library Renovation Project 089,In Progress,Alice,4,4133,0,0.23,T001,3,4,Project Manager,0.53,1,04/07/2025,0.44,Medium
P089,Public Library Renovation Project 089,Renovation,Washington,26/05/2024,28/06/2024,On Track,Medium,T003,Task 003 of Public Library Renovation Project 089,Completed,Charlie,34,8716,8476,1.0,T002,3,33,Developer,0.97,1,14/06/2024,0.19,Low
P090,Building a Park Project 090,Other,Michigan,11/06/2024,14/07/2024,Completed,High,T001,Task 001 of Building a Park Project 090,Completed,Ivy,21,9174,9031,1.0,,1,29,QA Engineer,0.37,1,05/07/2024,0.11,Low
P090,Building a Park Project 090,Other,North Carolina,11/06/2024,01/09/2025,Completed,Low,T002,Task 002 of Building a Park Project 090,In Progress,Alice,27,9702,0,0.08,,4,29,Project Manager,1.51,1,23/08/2025,0.08,Low
P090,Building a Park Project 090,Other,Georgia,11/06/2024,21/10/2025,Completed,High,T003,Task 003 of Building a Park Project 090,In Progress,Bob,21,8975,0,0.96,T002,8,19,Developer,2.38,1,12/10/2025,0.13,Low
P091,Renovation of a School Project 091,Renovation,Michigan,22/05/2024,24/06/2024,On Hold,High,T001,Task 001 of Renovation of a School Project 091,Completed,Bob,23,7491,7138,1.0,,8,18,Developer,3.59,1,16/06/2024,0.5,Medium
P091,Renovation of a School Project 091,Renovation,Michigan,22/05/2024,13/03/2025,On Hold,Medium,T002,Task 002 of Renovation of a School Project 091,Pending,Eve,22,4013,0,0.92,T001,5,30,Designer,1.94,1,04/03/2025,0.5,Medium
P091,Renovation of a School Project 091,Renovation,New York,22/05/2024,21/03/2025,On Hold,Low,T003,Task 003 of Renovation of a School Project 091,Pending,Eve,33,1670,0,0.64,T002,7,25,Designer,2.82,2,12/03/2025,0.57,Medium
P092,Innovation of a Classroom Project 092,Innovation,California,03/03/2024,26/11/2024,Completed,Medium,T001,Task 001 of Innovation of a Classroom Project 092,Pending,Eve,22,6004,0,0.04,,6,18,Designer,1.5,1,14/11/2024,0.19,Low
P092,Innovation of a Classroom Project 092,Innovation,Illinois,03/03/2024,25/09/2024,Completed,Medium,T002,Task 002 of Innovation of a Classroom Project 092,Completed,Charlie,13,9649,9485,1.0,T001,5,15,Developer,2.08,1,11/09/2024,0.13,Low
P092,Innovation of a Classroom Project 092,Innovation,Georgia,03/03/2024,25/09/2024,Completed,High,T003,Task 003 of Innovation of a Classroom Project 092,Completed,David,11,5921,5788,1.0,T002,2,11,DevOps,1.16,0,22/09/2024,0.02,Low
P093,Construction of a Hospital Wing Project 093,Construction,Virginia,19/08/2024,21/09/2024,Completed,Low,T001,Task 001 of Construction of a Hospital Wing Project 093,Completed,Alice,40,4306,3888,1.0,,9,54,Project Manager,1.09,0,13/09/2024,0.06,Low
P093,Construction of a Hospital Wing Project 093,Construction,Illinois,19/08/2024,19/04/2025,Completed,Low,T002,Task 002 of Construction of a Hospital Wing Project 093,In Progress,Grace,31,8367,0,0.75,T001,5,37,Designer,1.85,1,05/04/2025,0.07,Low
P093,Construction of a Hospital Wing Project 093,Construction,Georgia,19/08/2024,21/09/2024,Completed,Low,T003,Task 003 of Construction of a Hospital Wing Project 093,Completed,Charlie,0,4178,4148,1.0,T002,3,1,Developer,2.03,1,17/09/2024,0.04,Low
P094,Road Expansion Project 094,Infrastructure,North Carolina,28/06/2024,06/10/2024,Behind,High,T001,Task 001 of Road Expansion Project 094,In Progress,Grace,13,1773,0,0.44,,8,9,Designer,3.81,3,24/09/2024,0.78,High
P094,Road Expansion Project 094,Infrastructure,Illinois,28/06/2024,29/09/2024,Behind,High,T002,Task 002 of Road Expansion Project 094,In Progress,Ivy,20,7829,0,0.42,,6,16,QA Engineer,6.82,2,28/09/2024,1.0,Critical
P094,Road Expansion Project 094,Infrastructure,Virginia,28/06/2024,23/09/2024,Behind,Medium,T003,Task 003 of Road Expansion Project 094,In Progress,Charlie,39,1447,3357,0.37,T002,2,42,Developer,5.28,2,19/09/2024,1.0,Critical
P095,Bridge Maintenance Project 095,Maintenance,Ohio,17/02/2024,02/08/2024,Behind,Medium,T001,Task 001 of Bridge Maintenance Project 095,Pending,Eve,24,8329,0,0.81,,10,19,Designer,5.47,3,27/07/2024,0.96,Critical
P095,Bridge Maintenance Project 095,Maintenance,Illinois,17/02/2024,29/06/2024,Behind,Low,T002,Task 002 of Bridge Maintenance Project 095,In Progress,Grace,34,6160,0,0.97,T001,10,26,Designer,3.74,5,26/06/2024,0.75,High
P095,Bridge Maintenance Project 095,Maintenance,New Jersey,17/02/2024,27/07/2024,Behind,High,T003,Task 003 of Bridge Maintenance Project 095,In Progress,Charlie,7,6083,0,0.58,T002,1,5,Developer,6.44,4,17/07/2024,1.0,Critical
P096,Office Building Renovation Project 096,Renovation,Georgia,03/03/2024,06/05/2025,On Track,Low,T001,Task 001 of Office Building Renovation Project 096,Pending,Alice,17,1235,0,0.69,,10,23,Project Manager,1.75,1,25/04/2025,0.25,Low
P096,Office Building Renovation Project 096,Renovation,Illinois,03/03/2024,05/01/2025,On Track,Medium,T002,Task 002 of Office Building Renovation Project 096,In Progress,Frank,20,2984,6060,0.08,T001,7,26,Designer,0.37,0,31/12/2024,0.45,Medium
P096,Office Building Renovation Project 096,Renovation,Ohio,03/03/2024,09/03/2025,On Track,High,T003,Task 003 of Office Building Renovation Project 096,Pending,Ivy,32,5211,0,0.92,T002,4,30,QA Engineer,0.7,1,06/03/2025,0.2,Low
P097,Apartment Complex Development Project 097,Other,Washington,08/06/2024,08/12/2024,Behind,High,T001,Task 001 of Apartment Complex Development Project 097,Pending,Ivy,9,6292,0,0.5,,10,7,QA Engineer,4.63,4,05/12/2024,0.61,High
P097,Apartment Complex Development Project 097,Other,Florida,08/06/2024,08/03/2025,Behind,Medium,T002,Task 002 of Apartment Complex Development Project 097,Pending,Grace,17,2335,0,0.2,T001,1,15,Designer,5.62,2,27/02/2025,0.92,Critical
P097,Apartment Complex Development Project 097,Other,Virginia,08/06/2024,21/12/2024,Behind,High,T003,Task 003 of Apartment Complex Development Project 097,Pending,Ivy,32,3956,0,0.66,T002,9,39,QA Engineer,4.06,2,20/12/2024,0.72,High
P098,Commercial Center Construction Project 098,Construction,Illinois,15/08/2024,23/01/2025,Completed,Medium,T001,Task 001 of Commercial Center Construction Project 098,In Progress,Alice,12,8906,0,0.67,,2,8,Project Manager,0.88,0,13/01/2025,0.14,Low
P098,Commercial Center Construction Project 098,Construction,Texas,15/08/2024,28/01/2025,Completed,Medium,T002,Task 002 of Commercial Center Construction Project 098,Pending,Charlie,25,8346,0,0.83,T001,5,33,Developer,0.41,1,16/01/2025,0.17,Low
P098,Commercial Center Construction Project 098,Construction,Michigan,15/08/2024,27/04/2025,Completed,High,T003,Task 003 of Commercial Center Construction Project 098,In Progress,Charlie,20,5134,0,0.3,T002,8,27,Developer,0.2,1,15/04/2025,0.07,Low
P099,Highway Reconstruction Project 099,Other,New Jersey,31/05/2024,22/12/2024,Completed,Medium,T001,Task 001 of Highway Reconstruction Project 099,Pending,Charlie,7,7307,0,0.14,,9,5,Developer,1.81,0,20/12/2024,0.12,Low
P099,Highway Reconstruction Project 099,Other,New York,31/05/2024,01/03/2025,Completed,High,T002,Task 002 of Highway Reconstruction Project 099,Pending,Ivy,5,9425,0,0.36,,4,6,QA Engineer,1.87,1,23/02/2025,0.02,Low
P099,Highway Reconstruction Project 099,Other,Florida,31/05/2024,11/03/2025,Completed,High,T003,Task 003 of Highway Reconstruction Project 099,Pending,Eve,19,5199,0,0.91,T002,6,26,Designer,0.13,1,10/03/2025,0.05,Low
P100,Airport Expansion Project 100,Other,Virginia,08/08/2024,02/09/2024,On Track,Medium,T001,Task 001 of Airport Expansion Project 100,Pending,Charlie,30,2156,0,0.85,,9,41,Developer,0.15,0,20/08/2024,0.17,Low
P100,Airport Expansion Project 100,Other,Pennsylvania,08/08/2024,30/08/2024,On Track,Medium,T002,Task 002 of Airport Expansion Project 100,Pending,David,12,1502,0,0.02,T001,9,13,DevOps,1.13,0,20/08/2024,0.3,Low
P100,Airport Expansion Project 100,Other,Virginia,08/08/2024,30/08/2024,On Track,Medium,T003,Task 003 of Airport Expansion Project 100,In Progress,Alice,38,8619,0,0.86,T002,5,35,Project Manager,2.36,0,18/08/2024,0.32,Medium
